@RELATION combined

@ATTRIBUTE name {ArcPlatform,Berek,E-Learning,InterCafe,Nieruchomosci,Tomcat,Zuzel,ant,camel,forrest,ivy,jEdit}
@ATTRIBUTE wmc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE ca REAL
@ATTRIBUTE ce REAL
@ATTRIBUTE npm REAL
@ATTRIBUTE lcom3 REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE dam REAL
@ATTRIBUTE moa REAL
@ATTRIBUTE cam REAL
@ATTRIBUTE max_cc REAL
@ATTRIBUTE avg_cc REAL
@ATTRIBUTE bug {0, 1}

@DATA
camel,2,3,4,1,0,3,2,2,11,0,0,0.833333333,0,0,0
camel,2,4,5,0,1,3,2,0,17,1,0,0.666666667,1,0.5,0
camel,2,3,5,1,0,3,2,2,12,0,0,1,1,0.5,0
camel,2,4,7,0,2,2,2,0,23,1,0,0.666666667,1,0.5,0
camel,2,4,8,0,1,4,2,0,22,1,1,0.666666667,1,0.5,0
camel,2,1,7,1,0,1,2,2,26,0,0,0.75,1,0.5,1
camel,2,6,5,1,5,1,1,2,18,0,0,1,1,0.5,0
camel,2,3,4,1,1,3,1,2,13,0,0,0.666666667,1,0.5,0
camel,2,5,4,1,1,4,1,2,9,0,0,0.75,1,0.5,0
camel,2,0,7,1,0,0,1,2,22,0,0,0.5,2,1,0
camel,2,8,8,1,0,8,2,2,56,0,0,0.6,6,3,0
camel,2,6,7,0,1,6,2,0,24,1,1,0.6,1,0.5,0
camel,2,7,5,0,2,7,2,0.666666667,27,0.666666667,0,0.6,1,0.5,0
camel,2,7,5,0,4,3,1,0,30,1,0,0.666666667,2,1,1
camel,2,23,2,1,23,0,2,2,2,0,0,1,1,1,0
camel,2,11,16,1,0,11,2,2,46,0,0,0.75,1,0.5,0
camel,2,3,3,1,3,1,2,2,7,0,0,0.666666667,1,0.5,0
E-Learning,2,0,10,1,0,0,1,1,123,0.2,0,1,0,0,0
E-Learning,2,1,4,1,0,1,2,2,8,0,0,1,1,0.5,0
E-Learning,2,5,3,1,3,2,2,1,10,1,1,0.75,1,0.5,0
E-Learning,2,6,3,1,4,2,2,1,10,1,1,0.75,1,0.5,0
Zuzel,2,3,17,1,0,3,2,2,95,0,0,0.5,2,1,0
Zuzel,2,0,4,1,0,0,2,2,10,1,0,0.75,0,0,0
forrest,2,5,12,1,0,5,2,2,43,0,0,0.75,1,0.5,0
forrest,2,5,13,1,0,5,1,2,62,0,0,0.666666667,4,2,0
forrest,2,2,4,1,0,2,1,2,10,0,0,0.666666667,1,0.5,0
jEdit,2,9,16,1,1,9,2,2,113,0,0,0.583333333,9,4.5,0
jEdit,2,11,11,1,5,6,1,2,53,0,0,0.625,1,0.5,0
jEdit,2,7,7,1,1,6,1,2,32,0,0,0.625,1,0.5,0
jEdit,2,1,4,1,0,1,1,2,14,0,0,0.666666667,1,0.5,0
jEdit,2,10,7,1,1,9,1,1,79,0,0,0.625,1,0.5,0
jEdit,2,4,24,0,2,2,0,0.333333333,148,1,1,0.75,4,2,0
jEdit,2,2,4,1,2,0,2,2,55,0,0,0.5,5,2.5,0
jEdit,2,6,2,1,6,1,2,2,2,0,0,1,1,1,0
jEdit,2,4,4,1,0,4,2,2,12,0,0,0.75,1,0.5,0
jEdit,2,4,9,1,1,3,2,2,57,0,0,0.625,7,3.5,0
jEdit,2,4,4,1,0,4,2,2,11,0,0,0.75,1,0.5,0
jEdit,2,8,2,1,4,5,2,2,2,0,0,0.625,1,1,0
jEdit,2,6,9,1,1,5,1,1,32,1,0,0.75,2,1,0
jEdit,2,12,10,1,1,11,1,1.125,136,0.625,4,0.625,1,0.5,0
jEdit,2,27,4,1,26,1,1,1,72,0,0,1,0,0,0
jEdit,2,5,10,0,1,5,2,0,31,1,1,0.666666667,1,0.5,0
jEdit,2,4,4,1,2,2,2,2,8,0,0,0.75,1,0.5,0
jEdit,2,12,21,1,2,12,2,2,336,0,0,0.583333333,3,1.5,0
jEdit,2,7,6,1,1,6,1,2,28,0,0,0.625,1,0.5,0
jEdit,2,8,4,1,7,1,2,1,11,1,1,0.666666667,1,0.5,0
jEdit,2,3,2,1,3,1,2,2,2,0,0,1,1,1,0
jEdit,2,7,6,1,1,6,1,2,36,0,0,0.625,1,0.5,0
jEdit,2,16,25,1,1,15,1,1,179,0,0,0.625,4,2,0
jEdit,2,17,28,1,1,16,1,2,235,0,0,0.625,1,0.5,0
jEdit,2,3,2,1,3,0,2,2,2,0,0,1,1,1,0
jEdit,2,11,5,1,11,0,2,2,12,0,0,0.75,1,0.5,0
jEdit,2,10,10,1,1,9,2,2,41,0,0,0.625,1,0.5,0
jEdit,2,1,5,1,0,1,2,2,14,0,0,0.75,1,0.5,0
jEdit,2,10,12,1,1,9,1,1,67,0,0,0.625,1,0.5,0
jEdit,2,4,2,1,3,2,2,2,2,0,0,1,1,1,0
jEdit,2,3,2,1,3,1,2,2,2,0,0,0.75,1,1,0
jEdit,2,4,2,1,4,2,2,2,2,0,0,1,1,1,0
jEdit,2,4,9,0,1,3,1,0,59,1,1,0.75,2,1,0
jEdit,2,4,3,1,3,1,1,1,10,0,0,0.75,1,0.5,0
jEdit,2,6,5,1,1,5,1,2,12,0,0,0.75,1,0.5,0
jEdit,2,9,4,1,9,0,2,2,9,0,0,0.75,0,0,0
jEdit,2,15,2,1,14,1,2,2,2,0,0,0.7,1,1,0
jEdit,2,3,5,1,1,2,2,2,74,0,0,0.625,9,4.5,0
jEdit,2,7,5,1,2,5,2,1,22,0,0,0.625,1,0.5,0
jEdit,2,4,3,1,3,2,2,2,8,0,0,0.625,1,0.5,0
jEdit,2,5,2,1,5,1,2,2,2,0,0,0.75,1,1,0
jEdit,2,4,3,1,2,2,2,2,13,0,0,0.75,0,0,0
jEdit,2,2,3,1,1,1,2,2,5,0,0,0.666666667,1,0.5,0
jEdit,2,9,7,1,1,8,1,1,29,0,0,0.625,1,0.5,0
jEdit,2,1,4,1,0,1,1,2,16,0,0,0.666666667,1,0.5,0
jEdit,2,3,2,1,3,0,2,2,2,0,0,0.833333333,1,1,0
jEdit,2,4,6,0,0,4,2,0,44,1,0,0.666666667,1,0.5,0
jEdit,2,6,2,1,3,3,2,2,2,0,0,0.666666667,1,1,0
jEdit,2,1,4,1,0,1,2,2,16,0,0,0.75,2,1,0
Berek,2,4,8,1,2,3,1,1.5,37,1,0,1,0,0,0
Berek,2,2,10,1,1,1,2,2,70,0,0,0.5,4,2,0
InterCafe,2,1,4,1,1,0,1,1,22,0,0,1,0,0,0
InterCafe,2,3,7,1,0,3,2,2,27,0,0,0.5,3,1.5,0
ArcPlatform,6,11,26,15,0,11,4,2,103,0,0,0.5,6,1.6667,0
ArcPlatform,6,2,6,15,2,0,6,2,6,0,0,0.916666667,1,1,0
ArcPlatform,6,8,6,15,3,5,6,2,6,0,0,0.452380952,1,1,0
ArcPlatform,6,5,15,9,0,5,5,0.2,87,1,1,0.5,4,1.6667,0
ArcPlatform,6,7,23,13,0,7,6,0.8,164,1,0,0.388888889,3,1.1667,0
ArcPlatform,6,13,30,9,0,13,2,0.8,131,1,1,0.466666667,1,0.6667,0
ArcPlatform,6,9,16,13,3,6,5,0.8,43,1,0,0.266666667,2,0.8333,0
ArcPlatform,6,3,21,9,0,3,5,0.6,63,1,0,0.4,2,0.8333,0
ArcPlatform,6,5,6,15,2,3,6,2,6,0,0,0.777777778,1,1,0
ivy,6,3,7,3,2,1,4,0.6,36,1,0,0.444444444,1,0.6667,0
ivy,6,27,6,15,26,2,6,2,6,0,0,0.541666667,1,1,0
ivy,6,21,6,15,17,5,6,2,6,0,0,0.37037037,1,1,0
ivy,6,1,7,3,1,0,6,0.6,34,1,0,0.555555556,1,0.6667,0
ivy,6,6,36,0,1,0,5,0.3,165,1,0,0.5,3,1.8333,0
ivy,6,23,6,15,22,1,6,2,6,0,0,0.555555556,1,1,0
ivy,6,11,6,15,10,2,6,2,6,0,0,1,1,1,0
ivy,6,9,9,3,6,3,5,0.7,52,0.5,3,0.466666667,1,0.6667,0
ivy,6,3,9,9,2,1,6,0.4,40,1,0,0.666666667,2,1,0
ivy,6,3,14,7,2,2,6,0.5,63,1,1,0.4,2,1,0
ivy,6,6,13,0,3,3,6,0.4,55,1,1,0.458333333,2,1,0
ivy,6,8,23,0,0,0,6,0.4,143,1,0,0.666666667,1,0.8333,0
ivy,6,6,40,13,2,4,5,0.2,227,1,0,0.666666667,1,0.6667,0
ivy,6,11,13,0,10,2,6,0.4,44,1,1,0.444444444,1,0.8333,0
ivy,6,5,22,0,3,3,4,0.6,84,1,2,0.444444444,2,1,1
ivy,6,6,19,3,0,0,6,0.8,94,0.5,0,0.444444444,1,0.8333,0
ivy,6,2,19,0,2,0,4,0.3,86,1,0,0.366666667,3,1.1667,0
ivy,6,5,15,15,1,4,6,2,53,0,0,0.541666667,2,1.3333,0
ant,6,8,6,15,7,1,6,2,6,0,0,0.444444444,1,1,0
ant,6,2,11,3,1,1,4,0.6,53,1,0,0.666666667,1,0.8333,0
ant,6,20,13,7,17,3,3,0.4,56,1,1,0.433333333,1,0.6667,0
ant,6,3,10,0,0,3,6,0.4,52,1,1,0.375,2,1,0
ant,6,9,6,15,8,1,6,1.2,10,0,0,0.722222222,1,1,0
ant,6,8,22,15,3,5,3,0.8,163,0,0,0.305555556,4,1.3333,0
ant,6,9,33,0,0,9,6,0.68,205,1,1,0.416666667,1,0.8333,0
ant,6,8,21,15,2,6,5,2,83,0,0,0.416666667,3,1.1667,1
ant,6,5,25,15,0,5,5,2,94,0,0,0.833333333,3,1.1667,0
ant,6,4,34,11,0,4,5,0.6,236,0.333333333,1,0.666666667,6,1.6667,1
ant,6,8,21,0,5,3,6,0.6,104,0.5,0,0.333333333,4,1.6667,0
ant,6,1,12,15,1,0,6,2,74,0,0,0.5,3,1.8333,0
ant,6,3,20,15,0,3,5,2,106,0,0,0.555555556,4,1.3333,0
ant,6,2,11,3,1,1,6,0.6,51,1,0,0.666666667,1,0.8333,0
ant,6,9,16,11,1,8,5,0.95,195,0.583333333,11,0.4,3,1,0
ant,6,5,27,3,1,5,4,0.4,135,1,0,0.5,2,1,0
ant,6,5,21,3,0,5,5,0.75,104,1,1,0.533333333,1,0.6667,0
ant,6,1,8,0,0,1,6,0,43,1,1,0.666666667,1,0.8333,0
ant,6,4,15,3,1,3,5,0.75,70,1,1,0.533333333,1,0.6667,0
ant,6,3,11,1,1,2,6,0.7,74,1,0,0.555555556,1,0.8333,0
ant,6,4,17,0,0,4,6,0.64,131,1,0,0.555555556,1,0.8333,0
ant,6,3,11,0,0,3,6,0.5,56,1,0,0.375,3,1.1667,0
ant,6,3,32,0,0,3,5,0.6,1254,1,0,0.555555556,2,1,0
ant,6,7,31,3,1,7,5,0.7,123,0.5,1,0.55,2,0.8333,0
ant,6,4,12,0,4,0,6,0,70,1,0,0.458333333,1,0.8333,0
ant,6,3,14,0,2,1,6,0,58,1,0,0.533333333,1,0.6667,0
ant,6,5,26,15,1,4,0,2,211,0,0,0.4,3,1.3333,0
ant,6,64,17,15,59,5,5,2,67,0,0,0.583333333,2,1.1667,0
ant,6,4,24,1,0,4,6,0.7,135,1,0,0.416666667,1,0.8333,0
ant,6,7,28,9,2,6,6,0.85,261,0.25,0,0.375,4,1.3333,0
ant,6,5,22,7,1,4,4,0.866666667,98,1,0,0.458333333,2,1.1667,0
ant,6,4,15,15,3,1,5,2,125,0,0,0.4,1,0.8333,1
ant,6,7,16,9,1,6,5,0.8,72,1,1,0.7,3,1.1667,0
ant,6,7,29,0,0,7,5,0.76,195,1,0,0.416666667,1,0.8333,0
ant,6,5,17,5,0,5,5,0.733333333,94,1,0,0.5,1,0.8333,0
ant,6,15,56,13,1,14,3,0.8,280,0,1,0.583333333,5,2.1667,0
ant,6,1,16,11,1,0,2,0.85,202,1,0,0.361111111,1,0.8333,0
ant,6,6,16,1,5,3,6,0.6,84,1,0,0.444444444,2,1,0
ant,6,3,25,0,1,2,6,0.3,135,1,0,0.444444444,4,2,0
ant,6,4,13,9,0,4,2,0.6,70,1,0,0.4,1,0.5,0
ant,6,7,27,0,2,5,4,0,169,1,0,0.305555556,6,3.1667,0
ant,6,9,32,9,0,9,3,0.2,182,1,1,0.357142857,3,1.5,1
ant,6,5,23,9,1,5,3,1.05,160,1,0,0.555555556,4,1.8333,0
ant,6,6,33,3,0,6,6,0.75,292,1,1,0.333333333,14,3.1667,1
ant,6,10,10,3,7,3,6,0.4,46,1,0,0.5,3,1.5,0
Nieruchomosci,6,4,8,3,3,1,5,0.7,141,0,0,0.305555556,2,1.1667,1
Nieruchomosci,6,3,26,5,0,3,4,0.6,210,0.5,1,0.333333333,3,1.1667,0
Nieruchomosci,6,3,12,0,2,1,6,0.7,155,0,0,0.416666667,2,1.1667,0
Nieruchomosci,6,10,34,15,5,5,4,2,376,0,0,0.404761905,23,4.5,1
Tomcat,6,1,7,15,1,0,6,2,14,0,0,0.458333333,1,0.8333,0
Tomcat,6,8,33,3,1,0,1,0.4,177,1,0,0.4,1,0.8333,0
Tomcat,6,4,12,3,3,0,6,0.2,40,1,0,0.583333333,1,0.8333,0
Tomcat,6,2,7,7,2,0,6,0.7,29,0,0,0.75,1,0.8333,0
Tomcat,6,2,22,0,0,0,5,0.666666667,161,1,1,0.444444444,8,2,0
Tomcat,6,4,45,0,0,0,4,0.2,379,1,0,0.625,1,0.8333,0
Tomcat,6,2,18,9,1,0,4,0.7,1355,0.5,1,0.25,15,4.1667,0
Tomcat,6,9,13,0,8,0,6,0.4,100,1,0,0.666666667,5,1.5,0
Tomcat,6,3,27,13,1,0,6,0.4,139,1,0,0.4,1,0.3333,0
Tomcat,6,2,14,0,0,0,6,0.4,77,1,0,0.666666667,1,0.8333,0
Tomcat,6,1,11,1,1,0,5,1.070588235,308,0.235294118,0,0.444444444,28,7,0
Tomcat,6,6,19,1,0,0,5,0.8,87,1,0,0.7,1,0.6667,0
Tomcat,6,11,7,15,10,0,5,1.16,79,0,1,0.6,1,0.8333,0
Tomcat,6,4,18,7,1,0,3,0.833333333,104,1,1,0.5,4,1.6667,0
Tomcat,6,1,22,15,1,0,4,1.12,184,0,0,0.5,14,2.8333,0
Tomcat,6,9,33,0,0,0,5,0.8,212,1,1,0.7,3,1.6667,0
Tomcat,6,6,17,9,6,0,5,0.6,150,1,0,0.2,1,0.6667,0
Tomcat,6,14,29,0,11,0,2,0.828571429,309,1,2,0.333333333,5,1.6667,0
Tomcat,6,1,27,15,0,0,4,1.2,223,1,0,0.3,12,3.8333,0
Tomcat,6,16,49,9,4,0,3,0.4,233,1,0,0.351851852,3,1.1667,1
Tomcat,6,2,18,3,0,0,5,0.8,96,1,0,0.555555556,1,0.8333,0
Tomcat,6,9,18,9,8,0,4,0.8,1423,0.333333333,1,0.25,15,4.1667,0
Tomcat,6,2,19,0,0,0,5,0.3,90,1,1,0.444444444,6,1.6667,0
Tomcat,6,4,18,0,1,0,4,0.555555556,162,1,2,0.375,3,1.5,0
Tomcat,6,1,25,15,0,0,5,2,101,0,0,0.416666667,6,1.6667,0
Tomcat,6,13,7,11,13,0,5,0.8,24,1,0,0.333333333,1,0.8333,0
Tomcat,6,3,12,3,2,0,4,0.5,115,0,0,0.458333333,1,0.8333,0
Tomcat,6,3,27,9,1,0,2,0.771428571,140,1,0,0.25,1,0.6667,0
Tomcat,6,0,7,15,0,0,6,2,9,0,0,0.333333333,1,0.8333,0
Tomcat,6,1,11,15,1,0,5,2,31,0,0,0.4,1,0.8333,0
Tomcat,6,0,6,15,0,0,6,1.2,10,0,0,0.444444444,1,1,0
Tomcat,6,17,6,15,15,0,6,2,6,0,0,0.5,1,1,0
Tomcat,6,0,7,5,0,0,6,0.8,44,1,0,0.375,1,0.8333,0
Tomcat,6,0,39,13,0,0,4,1,312,1,0,0.233333333,6,3.5,0
Tomcat,6,12,6,15,9,0,6,2,6,0,0,0.416666667,1,1,0
Tomcat,6,8,25,0,6,0,4,0.1,178,1,0,0.4,2,1.3333,0
Tomcat,6,0,7,15,0,0,6,2,9,0,0,0.611111111,1,0.8333,0
Tomcat,6,15,6,15,14,0,6,2,6,0,0,0.75,1,1,0
Tomcat,6,11,6,15,8,0,6,2,6,0,0,0.416666667,1,1,0
camel,6,9,17,15,2,7,6,2,46,0,0,0.333333333,4,1.3333,1
camel,6,4,10,1,2,2,6,0.6,50,1,1,0.5,2,1.1667,0
camel,6,21,54,9,2,19,3,0.4,309,1,0,0.457142857,4,1.6667,0
camel,6,5,10,15,1,5,5,1,43,1,0,0.444444444,1,0.5,0
camel,6,4,15,7,0,4,4,0.3,71,1,0,0.375,2,1,0
camel,6,16,31,7,2,16,3,0.733333333,108,1,1,0.4,3,1,0
camel,6,7,34,15,1,7,2,2,138,0,0,0.416666667,2,1,0
camel,6,2,9,9,1,1,6,0.2,41,1,0,0.5,2,0.8333,0
camel,6,4,10,0,1,3,6,0.6,46,1,0,0.333333333,1,0.8333,0
camel,6,6,12,0,2,4,4,0,38,1,0,0.666666667,1,0.8333,0
camel,6,7,13,3,1,6,4,0,46,1,1,0.375,1,0.8333,0
camel,6,7,5,9,3,6,6,0.666666667,36,1,3,0.444444444,1,0.8333,0
camel,6,9,19,15,0,9,4,2,90,0,0,0.25,2,1,0
camel,6,3,14,3,3,0,6,0.2,55,1,0,0.666666667,1,0.8333,1
camel,6,14,21,5,5,9,4,0.4,96,1,1,0.366666667,2,1.1667,1
camel,6,6,12,15,0,6,5,2,45,0,0,0.3,1,0.3333,0
camel,6,3,6,15,3,0,6,2,6,0,0,0.555555556,1,1,0
camel,6,5,7,9,5,0,5,0.6,23,1,0,0.5,1,0.6667,0
camel,6,9,14,11,3,8,3,0.8,44,1,0,0.4,1,0.6667,0
camel,6,14,28,7,2,12,3,0.666666667,213,1,0,0.4,1,0.6667,0
camel,6,12,10,9,8,6,5,0.733333333,48,1,1,0.366666667,1,0.6667,0
camel,6,3,13,15,0,3,6,2,37,0,0,0.444444444,1,0.5,0
camel,6,17,43,1,2,17,4,0.5,162,1,1,0.444444444,1,0.8333,0
camel,6,6,5,9,1,6,6,0.666666667,36,1,3,0.444444444,1,0.8333,0
camel,6,2,11,9,1,1,6,0.2,45,1,0,0.416666667,2,0.8333,0
camel,6,8,23,9,4,6,4,0.6,111,1,0,0.375,4,1.3333,0
camel,6,3,15,15,0,3,5,2,45,0,0,0.291666667,1,0.8333,0
camel,6,7,17,0,1,7,3,0.5,62,1,1,0.458333333,1,0.8333,0
camel,6,11,29,0,2,11,3,0.7,152,1,2,0.466666667,4,1.1667,1
camel,6,3,9,13,0,3,4,0.4,34,1,0,0.375,2,1,0
camel,6,6,12,0,1,5,6,0,39,1,1,0.30952381,1,0.8333,1
camel,6,11,39,9,1,10,3,0.4,189,1,0,0.333333333,5,1.3333,0
camel,6,3,16,7,1,2,5,0.8,80,1,0,0.416666667,3,1.1667,0
camel,6,5,16,7,1,5,2,0.7,59,1,0,0.36,2,0.8333,1
camel,6,6,15,13,1,6,4,0.4,54,1,1,0.444444444,1,0.8333,0
camel,6,11,14,7,6,5,5,0.6,49,1,2,0.375,2,1,1
camel,6,4,9,9,0,4,5,0.2,41,1,0,0.416666667,2,1,0
camel,6,26,71,7,1,26,5,0.6,373,1,1,0.4,14,4.5,0
camel,6,6,7,9,1,5,6,0.6,25,0,0,0.375,1,0.8333,0
camel,6,8,14,13,1,7,6,0.4,54,1,0,0.433333333,2,1,0
camel,6,6,17,0,1,5,4,0.4,85,1,1,0.4,1,0.8333,1
camel,6,12,23,7,2,11,4,0.666666667,90,1,1,0.44,1,0.5,0
camel,6,6,13,3,1,5,6,0.2,58,1,0,0.5,2,0.8333,0
camel,6,8,23,0,1,7,1,0.7,100,1,0,0.366666667,4,1.1667,0
camel,6,7,22,3,1,7,5,0.2,82,1,1,0.3,1,0.6667,0
camel,6,18,37,3,1,18,3,0.65,146,1,1,0.333333333,2,0.8333,0
camel,6,4,12,15,0,4,5,2,29,0,0,0.25,1,0.8333,0
camel,6,11,14,15,7,4,5,2,52,0,0,0.541666667,2,1,0
camel,6,15,23,3,0,15,3,0.4,96,1,0,0.5,3,1.5,0
camel,6,11,32,1,1,11,4,0.6,107,1,0,0.466666667,1,0.6667,0
camel,6,4,23,5,0,4,1,0.5,102,1,0,0.6,2,0.8333,0
camel,6,4,7,3,3,1,6,0.75,41,1,1,0.366666667,1,0.8333,0
camel,6,8,37,3,1,8,4,0.666666667,150,1,1,0.305555556,1,0.8333,0
camel,6,17,25,9,0,17,6,0.666666667,120,1,1,0.5,3,1.1667,0
camel,6,17,21,13,12,6,5,0.2,108,1,0,0.433333333,4,1.1667,0
camel,6,5,27,1,1,4,5,0.666666667,167,1,1,0.36,16,3.1667,0
camel,6,5,11,7,2,3,5,0.866666667,46,0.666666667,1,0.583333333,2,1,0
camel,6,9,35,0,2,9,1,0.666666667,174,1,1,0.36,6,1.5,0
camel,6,4,17,0,0,4,4,0,80,1,0,0.444444444,3,1.1667,0
camel,6,6,11,0,6,0,6,0.4,57,1,0,0.5,2,0.8333,1
camel,6,4,15,0,3,1,6,0,58,1,0,0.5,1,0.6667,1
camel,6,7,8,11,1,6,6,0.8,28,1,1,0.416666667,1,0.8333,0
camel,6,4,13,0,3,2,6,0,46,1,1,0.444444444,1,0.8333,1
E-Learning,6,5,12,15,0,5,6,2,34,0,0,0.433333333,1,0.8333,0
E-Learning,6,10,20,15,0,10,6,2,83,0,0,0.433333333,1,0.8333,0
Zuzel,6,0,27,7,0,0,1,0.7,177,1,0,1,2,1.5,0
Zuzel,6,5,18,0,4,1,6,0,77,1,0,0.375,2,1.1667,0
forrest,6,15,37,1,5,14,3,0.666666667,258,1,2,0.305555556,1,0.8333,0
jEdit,6,4,36,1,1,4,1,0.8875,464,0.6875,0,0.5,7,2.1667,0
jEdit,6,3,20,0,3,3,4,0.6,120,0.666666667,1,0.416666667,3,1.6667,0
jEdit,6,14,16,15,3,11,2,1,113,0,1,0.466666667,2,1,0
jEdit,6,6,48,0,0,6,4,0.3,290,1,0,0.2,8,3.1667,0
jEdit,6,20,46,15,2,18,1,1.114285714,427,0,0,0.619047619,1,0.8333,0
jEdit,6,2,13,0,2,0,6,0,75,1,0,0.5,2,1,0
jEdit,6,8,15,5,7,2,5,0.866666667,68,0.333333333,0,0.4,1,0.6667,0
jEdit,6,6,26,15,6,1,6,2,193,0,0,0.233333333,5,2.3333,0
jEdit,6,10,26,13,1,9,4,0.8,177,1,1,0.5,7,1.3333,0
jEdit,6,11,30,5,4,9,1,0.7,139,1,3,0.388888889,2,1,0
jEdit,6,3,24,0,1,2,4,0.72,218,1,1,0.4,1,0.6667,0
jEdit,6,6,9,15,4,3,6,2,34,0,0,0.611111111,2,1,0
jEdit,6,2,19,15,2,0,4,1.12,184,0,0,0.5,14,2.8333,0
jEdit,6,11,14,5,10,3,5,0.933333333,86,0.166666667,1,0.4,1,0.6667,0
jEdit,6,7,19,7,2,5,1,0.866666667,141,0.333333333,2,0.416666667,7,2.1667,0
jEdit,6,1,6,15,1,0,6,2,6,0,0,0.75,1,1,0
jEdit,6,9,29,5,5,6,3,0.666666667,141,1,2,0.5,1,0.8333,0
jEdit,6,0,15,0,0,0,6,0,39,1,0,1,1,0.8333,0
jEdit,6,9,58,5,2,9,1,0.771428571,357,1,1,0.5,7,2.1667,0
Berek,6,10,34,11,6,9,2,0.988888889,261,0.111111111,1,0.5,1,0.6667,1
Berek,6,9,22,11,1,8,5,0.8,90,1,0,0.666666667,1,0.6667,0
Berek,6,2,19,15,1,2,2,2,60,0,0,0.5,1,0.8333,0
Berek,6,4,10,13,4,0,6,1.166666667,63,0.055555556,0,0.625,0,0,0
InterCafe,6,1,10,3,0,1,4,2,94,0,0,0.333333333,2,1,0
ivy,99,65,293,3615,31,42,73,0.876984127,2894,1,9,0.090505768,21,2.202,1
Tomcat,90,26,158,3537,11,0,81,0.960356159,1560,0.924528302,5,0.175561798,8,1.3222,0
jEdit,90,234,339,3509,207,55,65,0.969731713,3081,0.551020408,12,0.069082126,10,2.7667,1
camel,166,118,322,13617,67,76,157,0.893602694,2077,0.888888889,3,0.056277056,6,1.1506,1
ant,92,34,261,3726,8,34,81,0.960245637,2704,0.970588235,11,0.11247576,15,1.5543,1
ArcPlatform,11,8,18,13,7,1,11,0.775,130,1,1,0.287878788,7,1.3636,0
ArcPlatform,11,6,44,53,0,6,11,0.9,180,1,0,0.545454545,6,2.0909,0
ArcPlatform,11,4,15,37,4,0,11,0.9,103,1,0,0.290909091,7,1.5455,0
ArcPlatform,11,2,30,31,0,2,9,0.8,196,1,0,0.363636364,1,0.9091,0
ArcPlatform,11,10,11,55,3,7,11,2,11,0,0,0.337662338,1,1,1
ArcPlatform,11,2,11,55,2,0,11,2,11,0,0,0.954545455,1,1,0
ivy,11,4,25,23,3,1,7,0.766666667,215,1,0,0.242424242,3,1.0909,0
ivy,11,2,15,17,2,0,11,0.725,95,1,0,0.727272727,2,0.9091,0
ivy,11,7,27,49,2,0,10,0.8,85,1,0,0.345454545,2,1,0
ivy,11,6,19,1,5,2,11,0.45,67,1,1,0.318181818,1,0.9091,0
ivy,11,7,12,25,5,2,11,0.8,74,1,1,0.290909091,1,0.9091,0
ivy,11,4,21,13,1,0,11,0.6,68,0.5,0,0.340909091,1,0.8182,0
ivy,11,23,16,31,21,4,8,0.8,77,0.833333333,3,0.26,1,0.8182,0
ivy,11,43,11,55,35,8,11,2,11,0,0,0.409090909,1,1,1
ivy,11,14,24,17,10,4,10,0.54,107,1,0,0.393939394,2,1.1818,1
ivy,11,6,12,25,4,2,11,0.8,78,1,1,0.363636364,2,1,0
ivy,11,12,52,37,4,0,5,0.7,360,1,1,0.383333333,8,1.8182,1
ivy,11,11,44,49,8,3,8,0.95,279,0.5,0,0.233333333,8,1.5455,1
ivy,11,7,20,37,7,0,10,0.625,132,1,0,0.393939394,3,1.4545,0
ant,11,7,26,0,5,2,11,0.58,181,1,0,0.409090909,1,0.7273,0
ant,11,3,24,17,0,3,10,0.671428571,309,1,0,0.545454545,11,1.9091,0
ant,11,1,23,39,1,0,10,0.483333333,136,1,0,0.348484848,1,0.5455,0
ant,11,8,26,0,0,8,11,0,76,1,1,0.287878788,1,0.9091,0
ant,11,12,41,19,3,9,9,0.816666667,240,0.666666667,0,0.290909091,4,1.2727,0
ant,11,11,39,7,9,2,10,0.960606061,605,1,1,0.25974026,15,2.9091,0
ant,11,8,38,45,2,6,6,0.775,202,1,0,0.285714286,6,1.7273,0
ant,11,17,15,13,15,3,11,0.75,97,1,3,0.220779221,1,0.7273,0
ant,11,6,34,39,0,6,7,0.9,195,1,1,0.3,5,1.2727,1
ant,11,8,45,15,1,7,11,0.566666667,279,0.666666667,2,0.327272727,10,2.5455,1
ant,11,4,29,17,0,4,8,0.771428571,224,1,1,0.4,3,1,0
ant,11,8,75,53,7,1,9,0.825,968,0.5,0,0.183333333,17,3.1818,1
ant,11,8,27,21,2,7,9,0.733333333,94,1,1,0.4,1,0.8182,0
ant,11,8,49,21,2,6,9,0.55,265,1,0,0.363636364,7,1.7273,0
ant,11,7,33,37,0,7,8,0.9,178,0.428571429,0,0.386363636,4,1.3636,0
ant,11,9,38,29,0,9,9,0.888888889,260,0.666666667,3,0.228571429,2,1,0
ant,11,4,36,51,4,0,8,1.01,314,0.6,0,0.22,4,1.3636,1
ant,11,6,35,9,0,6,8,0.7,217,1,2,0.363636364,3,1.4545,0
ant,11,8,38,55,0,8,10,2,122,0,0,0.303030303,2,1,0
ant,11,9,54,15,1,8,10,0.7375,493,1,1,0.271428571,1,0.8182,1
ant,11,6,53,23,0,6,9,0.833333333,380,0.888888889,1,0.36,1,0.8182,1
